user_id,gig_type,city,vehicle_class,monthly_avg_income,raw_income_cv,cohort_adjusted_volatility,income_trend_slope,income_floor_ratio,earning_gap_irregularity,upi_monthly_txns,utility_on_time_ratio,platform_tenure_months,avg_savings_ratio,avg_platform_rating,rating_trend,data_completeness,trust_score
GIG_2829,home_services,mumbai,none,38722.96,0.2096,-0.0302,0.00026,0.3587,0.5619,122.0,0.8927,31,0.2772,4.03,0.135,1.0,566
GIG_2830,food_delivery,hyderabad,scooter,33053.05,0.1736,-0.08875,-0.0006,0.2765,0.3655,80.0,0.8019,22,0.1964,3.16,0.06,1.0,568
GIG_2831,food_delivery,delhi,scooter,41374.98,0.2396,-0.028,-0.00199,0.4378,0.5335,,0.8108,23,0.3028,3.75,-0.151,0.6667,621
GIG_2832,ride_hailing,pune,car,23355.29,0.3908,0.141,-0.01957,0.3597,0.6115,86.0,0.8226,21,0.2332,3.87,-0.445,1.0,491
GIG_2833,food_delivery,pune,scooter,40432.56,0.2005,-0.0621,-0.00074,0.4242,0.8074,95.0,0.9078,18,0.26,3.44,-0.073,1.0,640
GIG_2834,food_delivery,bengaluru,bike,41620.64,0.3253,0.0805,0.01178,0.3661,0.4853,,0.9744,19,0.2449,,,0.3333,673
GIG_2835,ride_hailing,bengaluru,bike,53854.88,0.1951,-0.06115,0.00187,0.4434,0.6923,121.0,,26,0.2264,4.11,-0.104,0.6667,586
GIG_2836,food_delivery,hyderabad,bike,15474.33,0.2829,0.0124,0.00309,0.1634,0.4978,92.0,,24,0.2719,3.41,0.189,0.6667,401
GIG_2837,food_delivery,hyderabad,scooter,39583.74,0.2232,-0.03915,-0.00179,0.2652,0.6776,129.0,0.8735,35,0.3082,3.66,-0.058,1.0,447
GIG_2838,ride_hailing,delhi,car,14399.82,0.2251,-0.0151,-0.00439,0.3863,0.2677,62.0,0.5878,11,0.197,3.01,-0.167,1.0,460
GIG_2839,food_delivery,hyderabad,scooter,23370.7,0.2555,-0.00685,0.00743,0.1894,0.6776,94.0,,26,0.1779,2.6,0.147,0.6667,498
GIG_2840,ride_hailing,mumbai,car,30415.94,0.2937,0.0417,-0.0147,0.3767,0.5009,77.0,,15,0.198,3.0,-0.456,0.6667,425
GIG_2841,food_delivery,hyderabad,scooter,23061.32,0.3106,0.04825,0.00964,0.2919,1.0053,,,10,0.1872,3.26,0.234,0.3333,698
GIG_2842,ride_hailing,pune,bike,48143.2,0.2342,-0.00135,0.00106,0.128,0.4334,135.0,0.6694,38,0.264,3.34,-0.016,1.0,490
GIG_2843,food_delivery,pune,bike,20156.82,0.2758,0.0127,0.00521,0.2631,0.4954,121.0,0.7996,33,0.3391,3.78,0.076,1.0,656
GIG_2844,courier,mumbai,car,37365.37,0.2179,0.0011,0.00177,0.4445,1.2655,,0.9059,16,0.2299,3.82,0.066,0.6667,623
GIG_2845,food_delivery,pune,scooter,33858.98,0.3804,0.1178,-0.01868,0.1846,0.6398,132.0,0.6068,41,0.2788,3.16,-0.662,1.0,300
GIG_2846,courier,pune,scooter,24290.94,0.1872,-0.04415,-0.00656,0.5617,0.6076,,0.818,15,0.2394,3.59,-0.274,0.6667,585
GIG_2847,home_services,hyderabad,none,39936.74,0.3098,0.0733,0.00946,0.1128,0.4563,119.0,0.9462,40,0.3345,3.65,0.377,1.0,675
GIG_2848,food_delivery,delhi,bike,37426.0,0.2447,-0.01685,0.00756,0.4317,0.5579,106.0,0.6448,28,0.2238,3.42,0.265,1.0,633
GIG_2849,courier,mumbai,scooter,35116.99,0.2053,-0.028,-0.0016,0.3753,0.8103,103.0,0.7572,12,0.239,3.54,-0.062,1.0,724
GIG_2850,food_delivery,mumbai,scooter,18607.37,0.2601,-0.0009,0.01313,0.6933,0.3515,94.0,1.0,20,0.295,,,0.6667,778
GIG_2851,food_delivery,mumbai,car,44883.74,0.1985,-0.05785,0.00475,0.3026,0.3925,118.0,,30,0.2852,3.85,0.051,0.6667,661
GIG_2852,food_delivery,hyderabad,bike,13863.08,0.2765,0.006,0.0055,0.2168,0.5512,67.0,0.7544,17,0.1974,3.01,0.443,1.0,596
GIG_2853,food_delivery,delhi,bike,49412.54,0.2744,0.01285,0.00026,0.0952,0.5623,86.0,0.745,19,0.1705,2.81,0.041,1.0,316
GIG_2854,ride_hailing,delhi,car,16946.7,0.2875,0.0473,0.01115,0.3351,0.6113,66.0,,25,0.2421,3.09,0.211,0.6667,630
GIG_2855,courier,delhi,bike,35197.37,0.2863,0.0243,0.01405,0.3242,0.6165,107.0,0.81,36,0.2754,3.92,0.374,1.0,704
GIG_2856,food_delivery,hyderabad,scooter,43190.56,0.2984,0.03605,-0.01086,0.1778,0.3632,115.0,0.8624,8,0.187,2.32,-0.32,1.0,313
GIG_2857,home_services,delhi,car,47313.9,0.2062,0.0034,-0.00134,0.3657,0.8349,118.0,0.8238,24,0.2766,,,0.6667,519
GIG_2858,courier,mumbai,scooter,49606.18,0.2493,0.016,0.01168,0.5535,0.4389,85.0,0.8834,13,0.2149,3.26,0.452,1.0,775
GIG_2859,ride_hailing,bengaluru,car,42327.13,0.3019,0.0454,-0.00291,0.131,0.4222,104.0,0.8376,26,0.2669,3.38,-0.017,1.0,538
GIG_2860,food_delivery,pune,bike,46030.18,0.3348,0.0717,-0.00713,0.0885,1.117,129.0,,25,0.2139,,,0.3333,466
GIG_2861,courier,bengaluru,bike,52722.84,0.2109,-0.0305,0.00767,0.5462,0.7705,108.0,0.758,23,0.2312,4.13,0.536,1.0,833
GIG_2862,food_delivery,hyderabad,scooter,38867.25,0.2057,-0.05665,0.00188,0.2707,0.5032,111.0,,27,0.2754,3.29,0.028,0.6667,502
GIG_2863,courier,pune,scooter,51665.9,0.1382,-0.09315,0.00246,0.5504,0.4658,115.0,0.7709,33,0.2611,4.11,0.007,1.0,718
GIG_2864,courier,pune,bike,22113.07,0.1948,-0.0378,-0.00059,0.5155,0.9085,98.0,0.7748,21,0.2316,2.88,-0.025,1.0,553
GIG_2865,courier,mumbai,bike,45889.12,0.2223,0.0038,0.00196,0.2271,0.6797,116.0,,20,0.2417,2.68,0.11,0.6667,388
GIG_2866,food_delivery,hyderabad,scooter,16584.45,0.3025,0.04015,-0.00534,0.1949,0.3566,95.0,,27,0.2562,3.25,-0.1,0.6667,614
GIG_2867,food_delivery,hyderabad,bike,19287.1,0.2833,0.0128,-0.00222,0.1747,0.5948,115.0,,31,0.3296,4.09,0.07,0.6667,505
GIG_2868,home_services,bengaluru,none,33843.17,0.1749,-0.05445,-0.0091,0.64,0.344,94.0,0.5504,21,0.242,3.33,-0.316,1.0,521
GIG_2869,food_delivery,delhi,scooter,13113.29,0.2382,-0.0294,0.00191,0.4212,0.895,65.0,0.8784,18,0.2252,3.89,0.051,1.0,486
GIG_2870,food_delivery,pune,scooter,41194.6,0.1863,-0.0763,-0.00114,0.5382,1.1502,,,25,0.2138,3.11,-0.182,0.3333,594
GIG_2871,courier,bengaluru,car,33118.93,0.1855,-0.0605,0.00319,0.3706,0.4169,,0.8133,20,0.2395,3.48,0.011,0.6667,693
GIG_2872,ride_hailing,hyderabad,car,28395.44,0.2001,-0.0401,0.00827,0.4513,0.4694,107.0,0.8123,24,0.3,3.6,0.394,1.0,732
GIG_2873,ride_hailing,pune,car,45250.81,0.1995,-0.0503,0.0095,0.6041,0.8331,121.0,0.8565,26,0.2241,,,0.6667,545
GIG_2874,courier,hyderabad,scooter,14403.3,0.2409,0.00605,0.01024,0.2636,0.5367,64.0,0.5987,19,0.2188,2.4,0.208,1.0,489
GIG_2875,ride_hailing,mumbai,car,25201.18,0.3198,0.0678,-0.0178,0.4881,1.0357,82.0,0.6802,15,0.1724,3.59,-0.461,1.0,410
GIG_2876,home_services,delhi,none,39343.86,0.1905,-0.0511,0.00215,0.5766,0.9388,97.0,,27,0.2745,4.38,-0.09,0.6667,730
GIG_2877,ride_hailing,mumbai,car,45009.94,0.1822,-0.0698,0.00628,0.5931,0.8977,98.0,,20,0.2374,3.52,0.406,0.6667,702
GIG_2878,ride_hailing,mumbai,scooter,52027.36,0.2381,0.0094,-0.00071,0.2242,0.5955,114.0,0.7002,19,0.197,3.22,0.075,1.0,467
GIG_2879,home_services,bengaluru,bike,20054.97,0.1843,-0.051,0.00366,0.2678,0.3802,65.0,0.5,17,0.2071,2.88,0.107,1.0,563
GIG_2880,food_delivery,pune,scooter,30050.29,0.337,0.0744,0.00235,0.2464,0.7947,125.0,0.568,34,0.252,3.03,-0.009,1.0,421
GIG_2881,food_delivery,mumbai,bike,26455.74,0.2139,-0.0382,-0.00183,0.5947,0.9499,90.0,0.5813,18,0.2607,3.43,-0.16,1.0,545
GIG_2882,home_services,bengaluru,none,40286.14,0.3382,0.10885,-0.00017,0.2604,0.5782,85.0,0.5548,25,0.1861,2.45,0.084,1.0,566
GIG_2883,food_delivery,pune,bike,27705.49,0.3339,0.0708,-0.01437,0.2481,0.5006,122.0,0.9616,33,0.3371,4.13,-0.499,1.0,406
GIG_2884,ride_hailing,delhi,car,14776.18,0.2564,0.0162,-0.0105,0.1522,0.5682,112.0,0.6092,24,0.2429,2.7,-0.443,1.0,300
GIG_2885,food_delivery,mumbai,scooter,47183.38,0.3379,0.0769,-0.01462,0.4922,0.6507,132.0,0.7469,36,0.3388,3.88,-0.329,1.0,514
GIG_2886,ride_hailing,bengaluru,car,26065.07,0.2935,0.037,0.01023,0.174,1.0537,113.0,0.7062,28,0.3112,2.88,0.13,1.0,502
GIG_2887,ride_hailing,mumbai,car,24962.12,0.232,-0.02,0.00999,0.5343,0.5492,,0.6348,14,0.2269,3.66,0.621,0.6667,748
GIG_2888,food_delivery,hyderabad,scooter,19114.07,0.2511,-0.01125,0.00018,0.5745,0.8358,92.0,0.664,32,0.3066,4.55,0.058,1.0,717
GIG_2889,ride_hailing,pune,scooter,13819.56,0.2607,0.0111,-0.00759,0.3391,0.3833,90.0,0.5,29,0.2913,3.57,-0.226,1.0,500
GIG_2890,courier,hyderabad,bike,22287.41,0.1749,-0.0639,0.00208,0.5166,0.4113,100.0,1.0,28,0.3252,3.82,-0.187,1.0,690
GIG_2891,food_delivery,hyderabad,bike,45335.79,0.3157,0.0452,0.01017,0.1235,0.4882,92.0,0.8099,14,0.1359,2.93,0.302,1.0,592
GIG_2892,food_delivery,hyderabad,scooter,31176.94,0.3067,0.04435,0.0108,0.2353,0.3139,85.0,0.5917,33,0.2269,2.65,0.462,1.0,555
GIG_2893,home_services,bengaluru,bike,35419.5,0.1811,-0.0542,-0.00268,0.5486,0.7574,96.0,0.767,21,0.2447,4.09,-0.05,1.0,685
GIG_2894,food_delivery,bengaluru,bike,38541.44,0.3341,0.0893,-0.01148,0.2654,0.3727,82.0,0.5748,12,0.1556,3.12,-0.405,1.0,559
GIG_2895,food_delivery,delhi,bike,48782.21,0.3739,0.11235,0.01473,0.2271,0.6034,119.0,0.7054,27,0.1971,2.6,0.589,1.0,526
GIG_2896,home_services,delhi,bike,37345.29,0.2379,0.0215,-0.00108,0.2852,1.1788,104.0,0.9109,19,0.2591,3.19,0.007,1.0,572
GIG_2897,courier,pune,scooter,19416.27,0.2257,-0.00565,9e-05,0.3868,0.6009,78.0,0.7768,14,0.2127,3.49,0.083,1.0,639
GIG_2898,food_delivery,hyderabad,bike,53168.43,0.2602,-0.0103,-0.00212,0.1332,0.388,,,28,0.3188,2.9,0.08,0.3333,525
GIG_2899,ride_hailing,delhi,car,13160.98,0.272,0.0318,0.01501,0.483,0.554,64.0,0.8647,17,0.2993,3.6,0.388,1.0,692
GIG_2900,ride_hailing,hyderabad,car,35184.53,0.2682,0.028,0.00227,0.1856,1.0995,112.0,0.872,34,0.2886,3.85,0.042,1.0,487
GIG_2901,ride_hailing,bengaluru,car,25290.02,0.1881,-0.0684,-0.00237,0.5089,0.4147,129.0,0.9022,32,0.3358,4.21,-0.023,1.0,661
GIG_2902,food_delivery,bengaluru,scooter,46021.18,0.2989,0.0361,0.01394,0.4325,0.688,103.0,0.7115,24,0.2572,3.96,0.496,1.0,760
GIG_2903,courier,mumbai,car,51132.02,0.1293,-0.0875,-0.00133,0.5957,0.6056,125.0,0.5499,30,0.1969,2.52,-0.06,1.0,520
GIG_2904,food_delivery,mumbai,scooter,41900.13,0.2256,-0.0354,-0.00181,0.1942,0.9346,111.0,0.964,29,0.2655,3.58,-0.147,1.0,500
GIG_2905,home_services,delhi,none,16142.73,0.2357,-0.0059,-0.0024,0.272,0.6374,76.0,0.7103,32,0.2301,3.02,-0.106,1.0,490
GIG_2906,food_delivery,delhi,bike,19021.05,0.2655,0.00395,0.00308,0.419,0.8923,99.0,,33,0.2857,,,0.3333,554
GIG_2907,food_delivery,mumbai,scooter,43327.65,0.3318,0.0708,-0.01279,0.2938,0.6297,140.0,0.8915,34,0.3158,4.12,-0.366,1.0,463
GIG_2908,food_delivery,mumbai,bike,37038.95,0.3647,0.1126,-0.01661,0.2023,0.6205,,0.8867,11,0.2094,3.26,-0.401,0.6667,373
GIG_2909,ride_hailing,delhi,car,42095.15,0.2479,0.0077,-0.00197,0.208,0.3411,,,12,0.161,2.0,0.032,0.3333,413
GIG_2910,ride_hailing,hyderabad,car,26688.55,0.2331,-0.0071,-3e-05,0.28,0.8083,106.0,0.7221,31,0.2289,3.52,-0.202,1.0,483
GIG_2911,food_delivery,mumbai,scooter,40344.13,0.3419,0.0809,-0.00493,0.1153,0.6656,132.0,0.8642,36,0.301,3.85,-0.096,1.0,664
GIG_2912,courier,hyderabad,bike,39387.04,0.1486,-0.0902,-0.00048,0.6326,0.479,110.0,0.7274,23,0.2423,3.4,0.154,1.0,562
GIG_2913,courier,bengaluru,bike,33333.3,0.3395,0.0981,-0.01865,0.2619,0.4319,98.0,0.8918,24,0.2633,3.74,-0.476,1.0,425
GIG_2914,ride_hailing,delhi,bike,49803.2,0.2336,-0.0087,0.01054,0.5913,0.7392,94.0,,9,0.2015,3.43,0.306,0.6667,799
GIG_2915,food_delivery,delhi,scooter,42405.01,0.1869,-0.0807,0.0008,0.4658,0.4577,104.0,0.8408,17,0.1777,2.76,0.04,1.0,606
GIG_2916,courier,mumbai,bike,35730.74,0.2439,0.0254,-0.00453,0.1769,0.7535,83.0,0.5,14,0.1894,2.88,-0.115,1.0,569
GIG_2917,food_delivery,mumbai,scooter,27800.47,0.3124,0.0514,-0.01275,0.4291,0.5394,90.0,0.8982,23,0.3747,4.33,-0.503,1.0,576
GIG_2918,food_delivery,mumbai,scooter,29560.08,0.3533,0.0923,0.01286,0.4173,0.4885,93.0,1.0,14,0.271,3.59,0.524,1.0,825
GIG_2919,food_delivery,hyderabad,scooter,39055.25,0.2471,-0.01525,-0.00143,0.1342,0.7605,90.0,0.7323,11,0.1175,3.06,-0.081,1.0,488
GIG_2920,home_services,pune,none,15738.58,0.1726,-0.0634,0.00159,0.517,0.4034,86.0,0.683,21,0.2318,3.43,0.041,1.0,576
GIG_2921,ride_hailing,delhi,scooter,11633.26,0.2437,-0.0161,-0.00094,0.0994,0.3688,,0.8965,23,0.2579,2.98,-0.032,0.6667,584
GIG_2922,courier,bengaluru,car,13416.23,0.2047,-0.0413,0.00205,0.3969,0.8377,90.0,0.8064,20,0.2313,2.99,-0.035,1.0,621
GIG_2923,home_services,hyderabad,car,31469.55,0.1786,-0.0568,-9e-05,0.4354,0.9199,88.0,0.796,28,0.2605,3.31,-0.014,1.0,602
GIG_2924,food_delivery,hyderabad,bike,28619.91,0.2191,-0.0514,-0.00658,0.2994,1.2493,89.0,,36,0.2467,2.83,-0.028,0.6667,423
GIG_2925,ride_hailing,bengaluru,car,47649.51,0.4193,0.1628,-0.01854,0.2808,0.4608,84.0,0.7134,13,0.1532,2.51,-0.499,1.0,345
GIG_2926,home_services,mumbai,car,13094.83,0.2285,0.0,-0.00399,0.1637,0.4151,95.0,0.8388,41,0.3058,3.67,-0.152,1.0,470
GIG_2927,ride_hailing,delhi,car,15058.17,0.3007,0.0605,0.01211,0.2428,0.68,64.0,,6,0.2129,3.07,0.457,0.6667,673
GIG_2928,home_services,mumbai,car,11751.16,0.234,0.0055,-0.00919,0.4276,0.6485,62.0,0.8547,11,0.2285,3.74,-0.084,1.0,600
GIG_2929,home_services,bengaluru,car,26845.24,0.2667,0.0238,0.01362,0.2031,0.5681,99.0,1.0,21,0.2472,3.64,0.254,1.0,800
GIG_2930,ride_hailing,delhi,car,49522.37,0.2386,-0.0016,-0.00603,0.1769,0.7114,124.0,0.7264,21,0.2096,3.43,-0.179,1.0,300
GIG_2931,courier,delhi,car,31379.74,0.1771,-0.04835,-0.00186,0.5859,0.8266,90.0,0.5237,18,0.1866,3.37,-0.1,1.0,553
GIG_2932,food_delivery,pune,scooter,53822.83,0.295,0.0324,0.01481,0.2726,0.4001,138.0,,20,0.242,3.87,0.402,0.6667,751
GIG_2933,food_delivery,bengaluru,scooter,51427.75,0.2042,-0.0586,-0.00064,0.454,0.7727,140.0,1.0,37,0.3563,4.52,0.013,1.0,640
GIG_2934,courier,hyderabad,bike,49295.53,0.2156,-0.0232,0.00663,0.4533,0.4075,,0.7128,10,0.1932,3.28,0.159,0.6667,718
GIG_2935,food_delivery,bengaluru,scooter,47566.56,0.2566,-0.0062,0.0023,0.4065,0.8903,82.0,0.7363,9,0.2151,2.93,-0.107,1.0,587
GIG_2936,courier,bengaluru,bike,37367.91,0.3024,0.061,0.00409,0.1066,0.828,128.0,0.9376,27,0.2648,3.91,-0.107,1.0,525
GIG_2937,courier,pune,car,39046.22,0.2795,0.0558,-0.00107,0.1848,0.6425,91.0,0.7313,21,0.1788,3.16,-0.371,1.0,467
GIG_2938,ride_hailing,delhi,car,38411.88,0.1904,-0.0498,0.00384,0.4385,0.356,115.0,0.8433,18,0.2239,,,0.6667,618
GIG_2939,food_delivery,hyderabad,scooter,20513.84,0.2669,0.00455,0.00263,0.3983,0.252,72.0,0.9816,8,0.1634,2.94,0.003,1.0,545
GIG_2940,ride_hailing,bengaluru,car,30779.78,0.454,0.1975,-0.02311,0.1957,0.3594,137.0,0.8385,25,0.2878,3.69,-0.617,1.0,351
GIG_2941,courier,pune,car,43381.16,0.1776,-0.0461,-0.00085,0.5168,0.7057,113.0,0.6482,36,0.2821,3.73,-0.012,1.0,653
GIG_2942,courier,delhi,scooter,43796.41,0.1497,-0.10175,-0.00204,0.4935,1.1247,99.0,0.8,8,0.221,3.03,-0.026,1.0,358
GIG_2943,ride_hailing,hyderabad,car,34321.32,0.3656,0.1254,-0.00569,0.0808,0.832,95.0,0.9316,29,0.2498,3.53,-0.232,1.0,357
GIG_2944,food_delivery,bengaluru,scooter,28109.22,0.2262,-0.0366,0.00269,0.3518,0.748,77.0,0.5742,17,0.182,3.18,0.125,1.0,609
GIG_2945,food_delivery,pune,scooter,40124.38,0.2747,0.0121,0.00953,0.5171,0.528,,0.7256,26,0.2922,3.74,0.44,0.6667,769
GIG_2946,food_delivery,hyderabad,car,22779.81,0.3863,0.12075,-0.00684,0.1359,0.3958,70.0,0.7194,23,0.2307,2.38,-0.268,1.0,356
GIG_2947,courier,bengaluru,car,41008.47,0.2977,0.0517,0.01459,0.4243,0.5601,95.0,,31,0.265,,,0.3333,750
GIG_2948,ride_hailing,mumbai,car,43598.66,0.1967,-0.0553,0.00306,0.4647,0.5999,123.0,0.7168,29,0.2768,3.38,0.214,1.0,433
GIG_2949,home_services,bengaluru,car,35746.93,0.2917,0.0488,-0.01334,0.5248,0.685,77.0,0.8885,11,0.2157,3.23,-0.474,1.0,326
GIG_2950,food_delivery,delhi,bike,53397.28,0.296,0.03445,0.0145,0.3888,0.5009,162.0,1.0,35,0.343,4.67,0.449,1.0,858
GIG_2951,food_delivery,hyderabad,bike,46481.61,0.2205,-0.05,-0.00085,0.4023,0.7807,112.0,0.5257,21,0.2386,3.12,0.028,1.0,554
GIG_2952,ride_hailing,mumbai,car,12509.37,0.2007,-0.0513,-0.00015,0.3948,0.5722,64.0,1.0,14,0.2071,3.02,-0.057,1.0,561
GIG_2953,food_delivery,bengaluru,bike,11708.79,0.2707,0.0259,-0.01204,0.494,0.7528,85.0,0.8377,25,0.2774,3.71,-0.444,1.0,485
GIG_2954,courier,bengaluru,bike,18795.1,0.2314,-0.01,0.00805,0.4125,0.3048,99.0,,21,0.2397,3.61,0.317,0.6667,641
GIG_2955,ride_hailing,bengaluru,car,45409.02,0.3361,0.0796,-0.01693,0.1045,0.5856,85.0,0.6135,14,0.1618,2.7,-0.455,1.0,300
GIG_2956,ride_hailing,bengaluru,car,18203.95,0.3619,0.1054,-0.00483,0.1379,0.5681,93.0,0.8072,26,0.3014,3.59,0.087,1.0,421
GIG_2957,ride_hailing,pune,scooter,26259.69,0.2496,0.0,0.00653,0.2767,1.2871,,0.7531,35,0.2025,3.87,0.121,0.6667,600
GIG_2958,food_delivery,bengaluru,scooter,23995.91,0.1573,-0.1055,0.00044,0.6924,0.4242,114.0,0.8652,34,0.34,4.68,0.071,1.0,672
GIG_2959,courier,delhi,scooter,33567.47,0.2055,-0.04595,0.0085,0.4273,0.4432,120.0,0.6286,43,0.3271,3.79,0.158,1.0,735
GIG_2960,food_delivery,pune,bike,56026.47,0.2809,0.0178,-0.00036,0.3112,0.381,147.0,0.8686,32,0.3482,3.82,-0.088,1.0,605
GIG_2961,ride_hailing,bengaluru,car,23950.83,0.3362,0.0797,-0.0104,0.1504,0.8209,72.0,0.6681,19,0.1546,2.27,-0.334,1.0,300
GIG_2962,ride_hailing,delhi,car,33808.07,0.3222,0.082,-0.00338,0.2311,0.9244,132.0,0.9797,36,0.3072,3.41,-0.128,1.0,374
GIG_2963,food_delivery,delhi,scooter,20548.4,0.1966,-0.071,0.00181,0.338,0.3876,103.0,,40,0.2886,3.85,0.059,0.6667,658
GIG_2964,home_services,pune,car,13289.99,0.1527,-0.0779,0.00135,0.5318,0.5455,68.0,0.8703,31,0.2884,3.66,0.12,1.0,669
GIG_2965,food_delivery,delhi,bike,12970.23,0.2992,0.03765,-0.00234,0.262,0.9555,68.0,0.5864,23,0.1985,2.68,-0.099,1.0,482
GIG_2966,food_delivery,bengaluru,scooter,24476.4,0.3065,0.0437,-0.0044,0.3311,0.338,96.0,0.9402,12,0.2006,2.8,0.028,1.0,611
GIG_2967,ride_hailing,hyderabad,car,20300.09,0.1951,-0.0451,0.00105,0.4785,0.6144,,0.515,21,0.2172,3.56,-0.029,0.6667,610
GIG_2968,courier,mumbai,scooter,20239.41,0.242,0.0087,-0.00898,0.2286,0.7585,,0.6832,31,0.3013,,,0.3333,485
GIG_2969,food_delivery,hyderabad,bike,38876.48,0.3057,0.0352,0.01106,0.2894,0.5645,123.0,,34,0.3001,4.13,0.497,0.6667,772
GIG_2970,ride_hailing,bengaluru,car,30723.87,0.2919,0.0354,0.01176,0.5146,1.0721,,,22,0.2186,3.43,0.206,0.3333,769
GIG_2971,ride_hailing,pune,bike,44552.88,0.3596,0.12405,0.01518,0.2757,0.6256,,0.5,49,0.2936,3.75,0.355,0.6667,750
GIG_2972,food_delivery,pune,scooter,31513.39,0.3313,0.0687,0.01737,0.4407,0.9485,87.0,0.7449,21,0.2736,3.32,0.436,1.0,647
GIG_2973,food_delivery,delhi,bike,34578.78,0.2142,-0.04735,0.00329,0.2926,0.4916,101.0,0.8281,26,0.2593,3.77,0.135,1.0,558
GIG_2974,ride_hailing,pune,car,33734.18,0.2558,0.006,-0.00082,0.3395,0.4291,,0.7953,16,0.198,3.23,0.085,0.6667,413
GIG_2975,food_delivery,delhi,bike,34058.37,0.2607,-0.00085,0.00808,0.443,1.0261,121.0,0.6777,38,0.2946,3.78,0.165,1.0,568
GIG_2976,ride_hailing,hyderabad,car,34007.15,0.1785,-0.0617,0.001,0.3096,0.4945,107.0,0.7936,33,0.3148,3.61,-0.073,1.0,582
GIG_2977,food_delivery,hyderabad,car,46522.47,0.2766,0.01105,-0.00063,0.2939,1.0623,,0.737,22,0.2155,2.94,0.085,0.6667,426
GIG_2978,food_delivery,bengaluru,bike,50509.32,0.2603,0.0155,-0.0107,0.4405,0.3508,122.0,,26,0.2336,3.48,-0.524,0.6667,473
GIG_2979,courier,hyderabad,bike,38203.38,0.1707,-0.0681,-0.00086,0.4288,0.3315,99.0,0.6407,20,0.2206,2.91,0.022,1.0,476
GIG_2980,ride_hailing,hyderabad,car,43836.03,0.1257,-0.1145,0.00013,0.6885,0.5801,111.0,0.9358,22,0.2137,,,0.6667,600
GIG_2981,courier,delhi,bike,31629.09,0.3126,0.0506,-0.00518,0.2786,0.6527,75.0,0.5828,12,0.1405,2.82,-0.387,1.0,391
GIG_2982,food_delivery,mumbai,scooter,27134.87,0.2045,-0.0565,0.00095,0.3744,0.7374,73.0,0.5,24,0.2055,3.14,0.175,1.0,598
GIG_2983,home_services,mumbai,none,38001.56,0.254,0.0142,-0.00451,0.3304,0.4458,84.0,,10,0.1849,2.92,0.024,0.6667,383
GIG_2984,courier,bengaluru,bike,19860.72,0.1948,-0.0466,-0.00374,0.3454,0.252,108.0,0.8286,26,0.233,3.71,-0.249,1.0,704
GIG_2985,food_delivery,hyderabad,bike,45387.71,0.1819,-0.0886,-0.0002,0.6401,0.622,106.0,,18,0.2625,3.97,-0.22,0.6667,597
GIG_2986,food_delivery,delhi,scooter,23675.0,0.3219,0.0543,-0.00261,0.1185,1.1559,93.0,0.8255,25,0.2575,3.52,0.085,1.0,519
GIG_2987,food_delivery,delhi,bike,40423.81,0.2289,-0.03265,0.00361,0.4152,0.8727,90.0,0.6351,29,0.2448,3.29,0.14,1.0,643
GIG_2988,food_delivery,hyderabad,bike,45718.37,0.29,0.0195,0.00056,0.1751,0.4556,97.0,0.7551,15,0.2258,2.53,-0.026,1.0,388
GIG_2989,ride_hailing,mumbai,car,36744.73,0.1925,-0.0595,0.0007,0.2741,0.5653,92.0,0.8044,27,0.1921,2.5,-0.189,1.0,475
GIG_2990,food_delivery,mumbai,scooter,39883.38,0.2581,-0.0029,0.00963,0.4821,0.6949,115.0,0.7922,28,0.2417,3.57,0.299,1.0,603
GIG_2991,home_services,mumbai,car,43793.9,0.2401,0.0116,0.00464,0.1058,0.4413,100.0,0.6654,26,0.1931,3.11,-0.068,1.0,403
GIG_2992,food_delivery,delhi,scooter,30678.94,0.2106,-0.057,0.00083,0.2188,0.6927,93.0,0.6636,24,0.2342,3.35,-0.023,1.0,488
GIG_2993,home_services,mumbai,none,31276.69,0.2261,-0.0137,-0.00763,0.3997,0.65,116.0,0.5368,27,0.2583,3.14,-0.26,1.0,428
GIG_2994,ride_hailing,bengaluru,car,25730.44,0.188,-0.0685,7e-05,0.5021,0.7404,88.0,0.9417,17,0.2419,3.42,0.173,1.0,579
GIG_2995,courier,hyderabad,car,22443.48,0.2114,-0.0201,0.00126,0.5074,0.7562,55.0,0.7036,6,0.1715,2.91,-0.017,1.0,561
GIG_2996,courier,pune,bike,49185.79,0.4072,0.1746,-0.01687,0.2373,0.4465,127.0,0.9392,24,0.2726,3.82,-0.428,1.0,449
GIG_2997,ride_hailing,bengaluru,car,41895.5,0.3076,0.0511,-0.01456,0.2701,0.6709,81.0,0.7518,19,0.2023,3.33,-0.451,1.0,412
GIG_2998,ride_hailing,mumbai,scooter,24137.17,0.2692,0.0405,0.01213,0.3798,0.3036,116.0,0.7075,33,0.3355,4.12,0.354,1.0,816
GIG_2999,courier,pune,car,11490.48,0.1914,-0.0323,0.0032,0.4012,0.6029,73.0,0.9851,12,0.2164,3.51,0.059,1.0,401
GIG_3000,home_services,delhi,none,35520.23,0.1894,-0.0522,0.00289,0.4717,0.5069,111.0,0.9819,33,0.254,,,0.6667,775
GIG_3001,ride_hailing,mumbai,scooter,12366.88,0.1355,-0.0932,0.00024,0.5771,0.3555,78.0,0.938,22,0.2738,4.04,0.054,1.0,619
